清单序号,原方名,规范方名,出处,主治原文,组成,候选证型,候选证型ID,裁定状态,核定证型,核定证型ID,裁定依据,证据层级,全网资料入口,联网补强状态,需医生最终签字,数据质量备注,逐方网页证据,逐方网页核验
358,背骨痛方,背骨痛方,《大小诸证方论》,肾水虚耗，不能上润于脑，河车之路干涩而难行，故作背骨痛。；补气补水，去湿去风，润筋滋骨。,黄芪、熟地黄、白术、山茱萸、五味子、茯苓,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
359,参桂汤,参桂汤,《三因极一病证方论》,治卒半身不遂，手足拘急，不得屈伸，身体冷，或智或痴，或身强直，不语，或生或死，狂言不可名状，角弓反张，或欲得食，或不用食，或大小便不利。；方用人参、桂心益气通阳，当归、独活活血祛风，黄芩、石膏清热，干姜、甘草温中，杏仁宣肺，共奏调和营卫、祛风通络之功。,人参、肉桂、当归、独活、黄芩、干姜、甘草、石膏、杏仁,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%8F%82%E6%A1%82%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%8F%82%E6%A1%82%E6%B1%A4,页面正文命中方名
360,柴葛解肌汤（《医学心悟》程氏）,柴葛解肌汤（《医学心悟》程氏）,《医学心悟》,"春温夏热之病,其症发热头痛,与正伤寒同,但不恶寒而口渴。",柴胡、葛根、赤芍、甘草、黄芩、知母、贝母、生地黄,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
361,柴胡桂枝汤,柴胡桂枝汤,《古今名医方论》,伤寒六七日，发热，微恶寒，肢节烦疼，微呕，心下支结。此太阳、少阳并病也。；柴、桂二汤调和，桂枝重解表微清里，柴胡重调里微解表，两方合用，表里双解。；治伤寒六七日。发热微恶寒。肢节烦疼。微呕。（《长沙方歌括》主治，用于检索召回）,柴胡、黄芩、人参、生姜、芍药、桂枝、甘草、半夏、大枣,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%9F%B4%E8%83%A1%E6%A1%82%E6%9E%9D%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%9F%B4%E8%83%A1%E6%A1%82%E6%9E%9D%E6%B1%A4,页面正文命中方名
362,柴胡生化汤,柴胡生化汤,《医方简义》,治产后郁冒寒多。复汗。身热。；方以柴胡疏解郁热，川芎活血，当归养血，桃仁化瘀，炙甘草和中，炮姜温中，共奏和解化瘀之功。；产后郁冒寒多，复汗，身热。,柴胡、川芎、当归、桃仁、甘草、炮姜,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%9F%B4%E8%83%A1%E7%94%9F%E5%8C%96%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%9F%B4%E8%83%A1%E7%94%9F%E5%8C%96%E6%B1%A4,页面正文命中方名
363,蟾酥解毒丸,蟾酥解毒丸,《惠直堂经验方》,治疔疮恶毒。走黄疔。耳疔。；蟾酥解毒消肿，雄黄解毒杀虫，乳香活血止痛，葱汁通阳，朱砂安神，共奏解毒疗疮之功。,蟾酥、雄黄、乳香,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
364,蟾酥丸,蟾酥丸,《惠直堂经验方》,治发背。疔肿。喉毒。小儿急慢惊风。痘疹伤寒寒症等候。；朱砂、雄黄解毒辟秽，麝香开窍通络，蟾酥消肿止痛，共奏解毒消肿、开窍定惊之功。；治双单蛾。,朱砂、雄黄、麝香,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%9F%BE%E9%85%A5%E4%B8%B8,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E8%9F%BE%E9%85%A5%E4%B8%B8,页面正文命中方名
365,赤石脂禹余粮汤,赤石脂禹余粮汤,仲景,治伤寒服汤药下利不止，心中痞硬；服泻心汤已，复以他药下之，利不止，医以理中与之，利不止；涩可去脱，重可达下，石脂、余粮之涩以止脱，重以固下，甘以益气；伤寒下之利不止，病在下焦者,赤石脂、禹余粮,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%B5%A4%E7%9F%B3%E8%84%82%E7%A6%B9%E4%BD%99%E7%B2%AE%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E8%B5%A4%E7%9F%B3%E8%84%82%E7%A6%B9%E4%BD%99%E7%B2%AE%E6%B1%A4,页面正文命中方名
366,川椒丸,川椒丸,《三因极一病证方论》,治脏虚，泄泻无度。；温脏止泻，黄连清热，川椒、干姜、桂心温中，当归、乌梅肉养血涩肠。,黄连、乌梅肉、当归、川椒、桂心、干姜,,,采纳,脾胃阳虚,TCM-SYNDROME-AEF5893DC408,治脏虚泄泻无度，温脏止泻。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%B7%9D%E6%A4%92%E4%B8%B8,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E5%B7%9D%E6%A4%92%E4%B8%B8,页面正文命中方名
367,催生遇仙丹,催生遇仙丹,《惠直堂经验方》,催生，用于胞破水下时安脐中催产。；蛇蜕、蓖麻子催产通窍，朱砂、雄黄安神解毒，外用脐疗引产。,蛇蜕、蓖麻子、朱砂、雄黄,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
368,当归导滞汤,当归导滞汤,《医方简义》,治病后痢疾。；方以当归、白芍养血和血，莱菔子、车前子导滞利湿，枳壳、槟榔行气，炙甘草和中，桃仁活血，白蜜润肠。,当归、白芍、莱菔子、车前子、枳壳、槟榔、炙甘草、桃仁,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E5%BD%93%E5%BD%92%E5%AF%BC%E6%BB%9E%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E5%BD%93%E5%BD%92%E5%AF%BC%E6%BB%9E%E6%B1%A4,页面正文命中方名
369,殿胞煎,殿胞煎,《成方切用》,治产后儿枕疼痛等证如神。,当归、川芎、炙甘草、茯苓、肉桂,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%AE%BF%E8%83%9E%E7%85%8E,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%AE%BF%E8%83%9E%E7%85%8E,页面正文命中方名
370,独活丹,独活丹,《三因极一病证方论》,治风懿不能言，四肢不收，手足曳。；方以独活祛风，桂心温通，白芍养血，栝蒌根生津，甘草调和，共奏祛风通络之效。,白芍药、栝蒌根、独活、桂心、甘草,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
371,鹅黄散,鹅黄散,《惠直堂经验方》,治疳疮破烂痛甚者。；石膏清热收湿，轻粉攻毒杀虫，黄柏燥湿解毒，共奏止痛收干之效。,石膏、轻粉、黄柏,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E9%B9%85%E9%BB%84%E6%95%A3,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E9%B9%85%E9%BB%84%E6%95%A3,页面正文命中方名
372,附不谢方,附不谢方,《专治麻痧初编》,痧疹二证，升散清凉宜合用之，不可偏废，甚者须用石膏，切忌犀角。；升散与清凉并用，兼顾痧疹表里，石膏清热，犀角忌用。,升麻、葛根、柴胡、黄芩、赤芍、元参、连翘、银花、牛蒡子、山栀子、生甘草、桔梗,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
373,甘草梢黑豆汤,甘草梢黑豆汤,《医方考》,筋疝，茎筋挈痛，挺胀不堪。；解毒缓急，用甘草梢、黑豆以主筋疝。,甘草梢、黑豆,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E7%94%98%E8%8D%89%E6%A2%A2%E9%BB%91%E8%B1%86%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E7%94%98%E8%8D%89%E6%A2%A2%E9%BB%91%E8%B1%86%E6%B1%A4,页面正文命中方名
374,葛根加半夏汤,葛根加半夏汤,《绛雪园古方选注》,太阳、阳明两经皆病，开阖失机；葛根汤升剂，加半夏辛滑、芍药收阴，降药以奠安；治太阳与阳明合病。不下利。但呕者。此方主之。（《长沙方歌括》主治，用于检索召回）,葛根、麻黄、桂枝、芍药、甘草、半夏,,,采纳,胃气上逆,TCM-SYNDROME-72F348E2691D,太阳与阳明合病，不下利，但呕,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E8%91%9B%E6%A0%B9%E5%8A%A0%E5%8D%8A%E5%A4%8F%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E8%91%9B%E6%A0%B9%E5%8A%A0%E5%8D%8A%E5%A4%8F%E6%B1%A4,页面正文命中方名
375,葛根麻黄汤,葛根麻黄汤,《三因极一病证方论》,治刚痉无汗，小便少，气上冲胸，口噤不能语。；葛根解肌，麻黄发汗，桂心通阳，芍药和营，甘草缓急，共治刚痉无汗。,葛根、麻黄、桂心、白芍药、甘草,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
376,栝蒌散,栝蒌散,《仙传外科集验方》,治痈疽。；栝蒌散结，川椒温中，甘草解毒，乳香活血，酒助药力，散痈毒。,栝蒌、川椒、甘草、乳香,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A0%9D%E8%92%8C%E6%95%A3,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%A0%9D%E8%92%8C%E6%95%A3,页面正文命中方名
377,桂麻各半汤,桂麻各半汤,《医方简义》,治太阳症。服桂枝汤不愈。面热身痒。不得小汗。如疟状者。；调和营卫，小发其汗。太阳表郁，面热身痒。,桂枝、白芍、甘草、麻黄、杏仁、生姜、大枣,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
378,桂枝二麻黄一汤,桂枝二麻黄一汤,《时方妙用》,原文未明确主治，仅述方剂组成与煎服法。；两汤相合，犹水陆之师，各有节制，异道夹攻。；治太阳病。若形如疟。日再发。汗出必解。（《长沙方歌括》主治，用于检索召回）,桂枝、麻黄,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A1%82%E6%9E%9D%E4%BA%8C%E9%BA%BB%E9%BB%84%E4%B8%80%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%A1%82%E6%9E%9D%E4%BA%8C%E9%BA%BB%E9%BB%84%E4%B8%80%E6%B1%A4,页面正文命中方名
379,桂枝加大黄汤,桂枝加大黄汤,仲景,治太阳误下，转属太阴，腹满大实痛者；足太阳、太阴药，误下邪入太阴，腹满实痛，加大黄泻实，芍药和营；表证未罢，因误下而大实痛者。,桂枝、芍药、大黄,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A1%82%E6%9E%9D%E5%8A%A0%E5%A4%A7%E9%BB%84%E6%B1%A4,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,https://www.yixue.com/%E6%A1%82%E6%9E%9D%E5%8A%A0%E5%A4%A7%E9%BB%84%E6%B1%A4,页面正文命中方名
380,桂枝加黄汤,桂枝加黄汤,《医方考》,黄汗，身体疼重，发热，两胫自冷；桂枝解肌，芍药敛荣，黄芪实表，生姜甘草佐之，大枣和脾益胃,桂枝、芍药、生姜、甘草、黄芪、大枣,,,留空,,,主治原文不足以直接绑定受控核心证候；按安全默认留空。,D-证据不足,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html,待逐方新增原典/权威二级来源后复审,是,不得仅据方名、药味或模型候选强行定证。,,无有效页面（HTTP 404）
381,桂枝加芍药汤,桂枝加芍药汤,《医方考》,本太阳病，医反下之，因而腹满时痛者，属太阴也。；桂枝汤解表，加芍药和里，治太阳误下致太阴腹满时痛。；治太阳病反下之。因而腹满时痛者。 桂枝（三两） 芍药（六两） 甘草（二两） 生姜（三两） 大枣（十二枚） 上五味。以水七升。（《长沙方歌括》主治，用于检索召回）,桂枝、芍药、甘草、生姜、大枣,,,采纳,太阴寒湿,TCM-SYNDROME-B7E530399DD5,太阳误下致腹满时痛，属太阴。,A-原清单主治/原典；受控证型归一,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=C71A9DAD24CB1252F12439D1F045DA6A；https://www.samr.gov.cn/bzjss/bzjd/art/2022/art_ae386988ba3a44f387bb5634b5f2aa08.html；https://www.yixue.com/%E6%A1%82%E6%9E%9D%E5%8A%A0%E8%8A%8D%E8%8D%AF%E6%B1%A4,原文直接支持；本轮提供标准与目录入口,是,,https://www.yixue.com/%E6%A1%82%E6%9E%9D%E5%8A%A0%E8%8A%8D%E8%8D%AF%E6%B1%A4,页面正文命中方名
